Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
RIVERWALK APARTMENTS,"1,728,000","1,259.39","1,372",Apr-21,UPPER CIRCULAR ROAD,Resale,Strata,117,"14,769",-,Apartment,1,99 yrs lease commencing from 1980,01,Rest of Central Region,11 to 15
ONE SHENTON,"1,840,000","1,140.98","1,613",Apr-21,SHENTON WAY,Resale,Strata,106,"17,358",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,31 to 35
AVENUE SOUTH RESIDENCE,"1,458,000",656.6,"2,221",Apr-21,SILAT AVENUE,New Sale,Strata,61,"23,902",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,41 to 45
THE LANDMARK,"1,608,000",678.13,"2,371",Apr-21,CHIN SWEE ROAD,New Sale,Strata,63,"25,524",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,421,000",871.88,"1,630",Apr-21,STIRLING ROAD,New Sale,Strata,81,"17,543",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
THE TRILINQ,"1,790,000","1,356.26","1,320",Apr-21,JALAN LEMPENG,Resale,Strata,126,"14,206",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,06 to 10
THE OCEANFRONT @ SENTOSA COVE,"2,650,000","1,883.7","1,407",Apr-21,OCEAN DRIVE,Resale,Strata,175,"15,143",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,06 to 10
THE OCEANFRONT @ SENTOSA COVE,"2,000,000","1,216.33","1,644",Apr-21,OCEAN DRIVE,Resale,Strata,113,"17,699",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,11 to 15
CITY GATE,"1,670,000",904.18,"1,847",Apr-21,BEACH ROAD,Resale,Strata,84,"19,881",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
NORMANTON PARK,"1,472,304",828.83,"1,776",Apr-21,NORMANTON PARK,New Sale,Strata,77,"19,121",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
76 SHENTON,"1,238,000",624.31,"1,983",Apr-21,SHENTON WAY,Resale,Strata,58,"21,345",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,26 to 30
PARC CLEMATIS,"1,463,000",914.94,"1,599",Apr-21,JALAN LEMPENG,New Sale,Strata,85,"17,212",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CORALS AT KEPPEL BAY,"3,200,000","1,582.31","2,022",Apr-21,KEPPEL BAY DRIVE,Resale,Strata,147,"21,769",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
ICON,"1,000,000",581.26,"1,720",Apr-21,GOPENG STREET,Resale,Strata,54,"18,519",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,21 to 25
WALLICH RESIDENCE,"5,268,000","1,636.13","3,220",Apr-21,WALLICH STREET,Resale,Strata,152,"34,658",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,46 to 50
THE INTERLACE,"3,550,000","3,422.95","1,037",Apr-21,DEPOT ROAD,Resale,Strata,318,"11,164",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
TANGLIN VIEW,"1,470,000","1,151.75","1,276",Apr-21,PRINCE CHARLES CRESCENT,Resale,Strata,107,"13,738",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"1,520,000",904.18,"1,681",Apr-21,KEPPEL BAY DRIVE,Resale,Strata,84,"18,095",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
SOUTHBANK,"1,050,000",613.55,"1,711",Apr-21,NORTH BRIDGE ROAD,Resale,Strata,57,"18,421",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,31 to 35
SEAHILL,"980,000",710.42,"1,379",Apr-21,WEST COAST CRESCENT,Resale,Strata,66,"14,848",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,16 to 20
THE REEF AT KING'S DOCK,"1,616,000",721.19,"2,241",Apr-21,HARBOURFRONT AVENUE,New Sale,Strata,67,"24,119",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
SOUTH BEACH RESIDENCES,"17,560,000","5,069.84","3,464",Apr-21,BEACH ROAD,Resale,Strata,471,"37,282",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,41 to 45
THE M,"1,733,000",592.02,"2,927",Apr-21,MIDDLE ROAD,New Sale,Strata,55,"31,509",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
KENT RIDGE HILL RESIDENCES,"1,551,000",893.41,"1,736",Apr-21,SOUTH BUONA VISTA ROAD,New Sale,Strata,83,"18,687",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
CLAVON,"1,638,000",958,"1,710",Apr-21,CLEMENTI AVENUE 1,New Sale,Strata,89,"18,404",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
SKYLINE RESIDENCES,"2,590,000","1,345.5","1,925",Apr-21,TELOK BLANGAH ROAD,Resale,Strata,125,"20,720",-,Condominium,1,Freehold,04,Rest of Central Region,06 to 10
CLAVON,"1,864,000","1,130.22","1,649",Apr-21,CLEMENTI AVENUE 1,New Sale,Strata,105,"17,752",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,653,000",958,"1,725",Apr-21,CLEMENTI AVENUE 1,New Sale,Strata,89,"18,573",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
ALTEZ,"1,588,888",839.59,"1,892",Apr-21,ENGGOR STREET,Resale,Strata,78,"20,370",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,31 to 35
THE OCEANFRONT @ SENTOSA COVE,"6,050,000","3,024.68","2,000",Apr-21,OCEAN DRIVE,Resale,Strata,281,"21,530",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,06 to 10
BOTANNIA,"2,118,000","1,603.84","1,321",Apr-21,WEST COAST PARK,Resale,Strata,149,"14,215",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
THE INTERLACE,"3,200,000","3,272.26",978,Apr-21,DEPOT ROAD,Resale,Strata,304,"10,526",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
THE AZURE,"2,100,000","1,334.74","1,573",Apr-21,OCEAN DRIVE,Resale,Strata,124,"16,935",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
LUXE VILLE,"1,920,000","1,593.07","1,205",Apr-21,PASIR PANJANG ROAD,Resale,Strata,148,"12,973",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THE PARC CONDOMINIUM,"1,420,000",979.52,"1,450",Apr-21,WEST COAST WALK,Resale,Strata,91,"15,604",-,Condominium,1,Freehold,05,Outside Central Region,11 to 15
