Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BOTANIQUE AT BARTLEY,"1,850,000","1,065.64","1,736",Jul-22,UPPER PAYA LEBAR ROAD,Resale,Strata,99,"18,687",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
MEYER RESIDENCE,"2,500,000","1,151.75","2,171",Jul-22,MEYER PLACE,Resale,Strata,107,"23,364",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
SEA ESTA,"1,217,000","1,205.57","1,009",Jul-22,PASIR RIS LINK,Resale,Strata,112,"10,866",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
STRATFORD COURT,"1,650,000","1,872.94",881,Jul-22,BEDOK RIA CRESCENT,Resale,Strata,174,"9,483",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
THE ATRIA AT MEYER,"2,650,000","1,345.5","1,970",Jul-22,MEYER ROAD,Resale,Strata,125,"21,200",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
KOVAN RESIDENCES,"2,730,000","1,776.06","1,537",Jul-22,KOVAN ROAD,Resale,Strata,165,"16,545",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,16 to 20
AZALEA PARK CONDOMINIUM,"888,000",850.36,"1,044",Jul-22,FLORA ROAD,Resale,Strata,79,"11,241",-,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,01 to 05
PALM ISLES,"585,000",559.73,"1,045",Jul-22,FLORA DRIVE,Resale,Strata,52,"11,250",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
SPRING @ KATONG,"1,650,000","1,087.16","1,518",Jul-22,CEYLON ROAD,Resale,Strata,101,"16,337",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BISHAN 8,"1,570,000","1,162.51","1,351",Jul-22,BISHAN STREET 21,Resale,Strata,108,"14,537",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,06 to 10
LIV @ MB,"2,113,000",753.48,"2,804",Jul-22,ARTHUR ROAD,New Sale,Strata,70,"30,186",-,Condominium,1,99 yrs lease commencing from 2021,15,Rest of Central Region,11 to 15
KI RESIDENCES AT BROOKVALE,"1,913,000",979.52,"1,953",Jul-22,BROOKVALE DRIVE,New Sale,Strata,91,"21,022",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05
PEBBLE BAY,"3,236,000","1,894.46","1,708",Jul-22,TANJONG RHU ROAD,Resale,Strata,176,"18,386",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
KILAT COURT,"1,968,000","2,088.22",942,Jul-22,LORONG KILAT,Resale,Strata,194,"10,144",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
JADESCAPE,"1,428,000",775.01,"1,843",Jul-22,SHUNFU ROAD,Sub Sale,Strata,72,"19,833",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
ESTELLA GARDENS,"682,000",656.6,"1,039",Jul-22,FLORA ROAD,Resale,Strata,61,"11,180",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
THE BAYSHORE,"1,080,000",947.23,"1,140",Jul-22,BAYSHORE ROAD,Resale,Strata,88,"12,273",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
SAVANNAH CONDOPARK,"1,630,000","1,797.59",907,Jul-22,SIMEI RISE,Resale,Strata,167,"9,760",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
FORETT AT BUKIT TIMAH,"1,732,000",764.24,"2,266",Jul-22,TOH TUCK ROAD,New Sale,Strata,71,"24,394",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
THE SEA VIEW,"1,270,000",559.73,"2,269",Jul-22,AMBER ROAD,Resale,Strata,52,"24,423",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
RIVERFRONT RESIDENCES,"710,000",462.85,"1,534",Jul-22,HOUGANG AVENUE 7,Sub Sale,Strata,43,"16,512",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"699,000",462.85,"1,510",Jul-22,HOUGANG AVENUE 7,Sub Sale,Strata,43,"16,256",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"2,268,000","1,108.69","2,046",Jul-22,BROOKVALE DRIVE,New Sale,Strata,103,"22,019",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05
MEYER MANSION,"2,840,800","1,108.69","2,562",Jul-22,MEYER ROAD,New Sale,Strata,103,"27,581",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BARTLEY VUE,"1,770,000",947.23,"1,869",Jul-22,JALAN BUNGA RAMPAI,New Sale,Strata,88,"20,114",-,Apartment,1,99 yrs lease commencing from 2020,19,Rest of Central Region,06 to 10
SEASTRAND,"1,420,000","1,194.8","1,188",Jul-22,PASIR RIS LINK,Resale,Strata,111,"12,793",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"990,000",839.59,"1,179",Jul-22,UPPER SERANGOON VIEW,Resale,Strata,78,"12,692",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
TEMBELING RESIDENCE,"1,200,000",721.19,"1,664",Jul-22,TEMBELING ROAD,Resale,Strata,67,"17,910",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LIVIA,"1,058,000",914.94,"1,156",Jul-22,PASIR RIS GROVE,Resale,Strata,85,"12,447",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THOMSON THREE,"1,280,000",731.95,"1,749",Jul-22,BRIGHT HILL DRIVE,Resale,Strata,68,"18,824",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,11 to 15
SUITES @ PAYA LEBAR,"945,000",645.84,"1,463",Jul-22,UPPER PAYA LEBAR ROAD,Resale,Strata,60,"15,750",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
BALCON EAST,"788,000",538.2,"1,464",Jul-22,UPPER EAST COAST ROAD,Resale,Strata,50,"15,760",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
VUE 8 RESIDENCE,"662,000",473.62,"1,398",Jul-22,PASIR RIS HEIGHTS,Resale,Strata,44,"15,045",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
BRADDELL VIEW,"1,388,000","1,453.14",955,Jul-22,BRADDELL HILL,Resale,Strata,135,"10,281",-,Apartment,1,103 yrs lease commencing from 1975,20,Rest of Central Region,11 to 15
D'NEST,"905,000",753.48,"1,201",Jul-22,PASIR RIS GROVE,Resale,Strata,70,"12,929",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
SEASIDE RESIDENCES,"1,550,000",807.3,"1,920",Jul-22,SIGLAP LINK,Sub Sale,Strata,75,"20,667",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10
CHANGI RISE CONDOMINIUM,"1,295,000","1,259.39","1,028",Jul-22,SIMEI RISE,Resale,Strata,117,"11,068",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,150,000",721.19,"1,595",Jul-22,HOUGANG AVENUE 7,Sub Sale,Strata,67,"17,164",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
SKY HABITAT,"1,250,000",710.42,"1,760",Jul-22,BISHAN STREET 15,Resale,Strata,66,"18,939",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,21 to 25
RIPPLE BAY,"890,000",796.54,"1,117",Jul-22,PASIR RIS LINK,Resale,Strata,74,"12,027",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
FOREST WOODS,"2,420,000","1,237.86","1,955",Jul-22,LORONG LEW LIAN,Resale,Strata,115,"21,043",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
AMO RESIDENCE,"3,242,000","1,474.67","2,198",Jul-22,ANG MO KIO RISE,New Sale,Strata,137,"23,664",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
KI RESIDENCES AT BROOKVALE,"2,195,000",979.52,"2,241",Jul-22,BROOKVALE DRIVE,New Sale,Strata,91,"24,121",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15
KI RESIDENCES AT BROOKVALE,"2,535,000","1,313.21","1,930",Jul-22,BROOKVALE DRIVE,New Sale,Strata,122,"20,779",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15
BARTLEY VUE,"2,545,000","1,356.26","1,876",Jul-22,JALAN BUNGA RAMPAI,New Sale,Strata,126,"20,198",-,Apartment,1,99 yrs lease commencing from 2020,19,Rest of Central Region,11 to 15
BARTLEY VUE,"1,516,000",731.95,"2,071",Jul-22,JALAN BUNGA RAMPAI,New Sale,Strata,68,"22,294",-,Apartment,1,99 yrs lease commencing from 2020,19,Rest of Central Region,11 to 15
THE GAZANIA,"2,889,000","1,259.39","2,294",Jul-22,HOW SUN DRIVE,New Sale,Strata,117,"24,692",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,344,000",807.3,"1,665",Jul-22,HOUGANG AVENUE 2,New Sale,Strata,75,"17,920",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"1,344,000",807.3,"1,665",Jul-22,HOUGANG AVENUE 2,New Sale,Strata,75,"17,920",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"1,313,000",764.24,"1,718",Jul-22,HOUGANG AVENUE 2,New Sale,Strata,71,"18,493",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
MAYFAIR MODERN,"1,584,730",721.19,"2,197",Jul-22,RIFLE RANGE ROAD,New Sale,Strata,67,"23,653",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"1,959,000",936.47,"2,092",Jul-22,BROOKVALE DRIVE,New Sale,Strata,87,"22,517",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10
AMO RESIDENCE,"1,344,000",678.13,"1,982",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"21,333",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,866,000",958,"1,948",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"20,966",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"2,868,000","1,474.67","1,945",Jul-22,ANG MO KIO RISE,New Sale,Strata,137,"20,934",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,389,000",678.13,"2,048",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,048",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,535,000",742.72,"2,067",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"22,246",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"2,495,000","1,291.68","1,932",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"20,792",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"2,067,000","1,044.11","1,980",Jul-22,ANG MO KIO RISE,New Sale,Strata,97,"21,309",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,469,000",742.72,"1,978",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"21,290",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,876,000",958,"1,958",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"21,079",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"2,898,000","1,474.67","1,965",Jul-22,ANG MO KIO RISE,New Sale,Strata,137,"21,153",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,395,000",678.13,"2,057",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,143",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,542,000",742.72,"2,076",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"22,348",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"2,520,000","1,291.68","1,951",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"21,000",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"2,066,000","1,044.11","1,979",Jul-22,ANG MO KIO RISE,New Sale,Strata,97,"21,299",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,475,000",742.72,"1,986",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"21,377",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,896,000",958,"1,979",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"21,303",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"2,898,000","1,474.67","1,965",Jul-22,ANG MO KIO RISE,New Sale,Strata,137,"21,153",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,401,000",678.13,"2,066",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,238",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,549,000",742.72,"2,086",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"22,449",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"2,532,000","1,291.68","1,960",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"21,100",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"2,076,000","1,044.11","1,988",Jul-22,ANG MO KIO RISE,New Sale,Strata,97,"21,402",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,481,000",742.72,"1,994",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"21,464",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,01 to 05
AMO RESIDENCE,"1,906,000",958,"1,990",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"21,416",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,419,000",678.13,"2,093",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,524",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,570,000",742.72,"2,114",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"22,754",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"2,584,000","1,291.68","2,000",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"21,533",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"2,086,000","1,044.11","1,998",Jul-22,ANG MO KIO RISE,New Sale,Strata,97,"21,505",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,364,000",678.13,"2,011",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"21,651",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,916,000",958,"2,000",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"21,528",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"2,988,000","1,474.67","2,026",Jul-22,ANG MO KIO RISE,New Sale,Strata,137,"21,810",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,425,000",678.13,"2,101",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,619",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,577,000",742.72,"2,123",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"22,855",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"2,583,000","1,291.68","2,000",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"21,525",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,493,000",742.72,"2,010",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"21,638",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,916,000",958,"2,000",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"21,528",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,431,000",678.13,"2,110",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,714",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,374,000",678.13,"2,026",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"21,810",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,926,000",958,"2,010",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"21,640",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"3,018,000","1,474.67","2,047",Jul-22,ANG MO KIO RISE,New Sale,Strata,137,"22,029",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"2,620,000","1,291.68","2,028",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"21,833",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,505,000",742.72,"2,026",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"21,812",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,379,000",678.13,"2,034",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"21,889",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,936,000",958,"2,021",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"21,753",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,511,000",742.72,"2,034",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"21,899",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
AMO RESIDENCE,"1,384,000",678.13,"2,041",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"21,968",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,956,000",958,"2,042",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"21,978",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"3,048,000","1,474.67","2,067",Jul-22,ANG MO KIO RISE,New Sale,Strata,137,"22,248",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,449,000",678.13,"2,137",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"23,000",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"2,644,000","1,291.68","2,047",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"22,033",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"2,136,000","1,044.11","2,046",Jul-22,ANG MO KIO RISE,New Sale,Strata,97,"22,021",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,517,000",742.72,"2,043",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"21,986",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,389,000",678.13,"2,048",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,048",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,956,000",958,"2,042",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"21,978",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"3,109,000","1,474.67","2,108",Jul-22,ANG MO KIO RISE,New Sale,Strata,137,"22,693",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,455,000",678.13,"2,146",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"23,095",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,523,000",742.72,"2,051",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"22,072",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,394,000",678.13,"2,056",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,127",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,976,000",958,"2,063",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"22,202",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,461,000",678.13,"2,154",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"23,190",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"2,668,000","1,291.68","2,066",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"22,233",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"2,156,000","1,044.11","2,065",Jul-22,ANG MO KIO RISE,New Sale,Strata,97,"22,227",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,529,000",742.72,"2,059",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"22,159",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,399,000",678.13,"2,063",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,206",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,986,000",958,"2,073",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"22,315",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,467,000",678.13,"2,163",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"23,286",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,626,000",742.72,"2,189",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"23,565",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"2,680,000","1,291.68","2,075",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"22,333",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"2,166,000","1,044.11","2,074",Jul-22,ANG MO KIO RISE,New Sale,Strata,97,"22,330",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,535,000",742.72,"2,067",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"22,246",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,407,000",678.13,"2,075",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,333",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"2,002,000",958,"2,090",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"22,494",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,485,000",678.13,"2,190",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"23,571",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"2,714,000","1,291.68","2,101",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"22,617",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"2,184,000","1,044.11","2,092",Jul-22,ANG MO KIO RISE,New Sale,Strata,97,"22,515",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,545,000",742.72,"2,080",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"22,391",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
AMO RESIDENCE,"1,412,000",678.13,"2,082",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,413",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
AMO RESIDENCE,"2,002,000",958,"2,090",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"22,494",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
AMO RESIDENCE,"3,194,000","1,474.67","2,166",Jul-22,ANG MO KIO RISE,New Sale,Strata,137,"23,314",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
AMO RESIDENCE,"1,499,000",678.13,"2,210",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"23,794",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
AMO RESIDENCE,"2,726,000","1,291.68","2,110",Jul-22,ANG MO KIO RISE,New Sale,Strata,120,"22,717",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
AMO RESIDENCE,"2,194,000","1,044.11","2,101",Jul-22,ANG MO KIO RISE,New Sale,Strata,97,"22,619",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
AMO RESIDENCE,"1,551,000",742.72,"2,088",Jul-22,ANG MO KIO RISE,New Sale,Strata,69,"22,478",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
AMO RESIDENCE,"1,417,000",678.13,"2,090",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"22,492",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
AMO RESIDENCE,"2,022,000",958,"2,111",Jul-22,ANG MO KIO RISE,New Sale,Strata,89,"22,719",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
AMO RESIDENCE,"1,506,000",678.13,"2,221",Jul-22,ANG MO KIO RISE,New Sale,Strata,63,"23,905",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
