Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ONE BERNAM,"1,454,000",441.32,"3,295",Jan-23,BERNAM STREET,New Sale,Strata,41,"35,463",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,26 to 30
THE REEF AT KING'S DOCK,"3,150,000","1,216.33","2,590",Jan-23,HARBOURFRONT AVENUE,New Sale,Strata,113,"27,876",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,06 to 10
MARINA BAY RESIDENCES,"5,230,000","1,980.58","2,641",Jan-23,MARINA BOULEVARD,Resale,Strata,184,"28,424",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"2,950,000","1,797.59","1,641",Jan-23,KEPPEL BAY VIEW,Resale,Strata,167,"17,665",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,16 to 20
V ON SHENTON,"1,038,000",484.38,"2,143",Jan-23,SHENTON WAY,Resale,Strata,45,"23,067",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
THE FORESTA @ MOUNT FABER,"990,000",538.2,"1,839",Jan-23,WISHART ROAD,Resale,Strata,50,"19,800",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,534,500",807.3,"1,901",Jan-23,SILAT AVENUE,Sub Sale,Strata,75,"20,460",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,01 to 05
SKYSUITES@ANSON,"1,490,000",667.37,"2,233",Jan-23,ENGGOR STREET,Resale,Strata,62,"24,032",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,46 to 50
MIDTOWN BAY,"2,150,800",742.72,"2,867",Jan-23,BEACH ROAD,New Sale,Strata,69,"30,858","2,129,200",Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
THE M,"2,334,000",731.95,"3,189",Jan-23,MIDDLE ROAD,New Sale,Strata,68,"34,324",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
ONE BERNAM,"3,281,000","1,420.85","2,309",Jan-23,BERNAM STREET,New Sale,Strata,132,"24,856",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,01 to 05
THE LANDMARK,"1,334,888",516.67,"2,584",Jan-23,CHIN SWEE ROAD,New Sale,Strata,48,"27,810",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,16 to 20
THE LANDMARK,"3,056,486","1,140.98","2,679",Jan-23,CHIN SWEE ROAD,New Sale,Strata,106,"28,835",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
MIDTOWN MODERN,"2,469,060",904.18,"2,731",Jan-23,TAN QUEE LAN STREET,New Sale,Strata,84,"29,394",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
THE PARC CONDOMINIUM,"2,050,000","1,216.33","1,685",Jan-23,WEST COAST WALK,Resale,Strata,113,"18,142",-,Condominium,1,Freehold,05,Outside Central Region,16 to 20
CARIBBEAN AT KEPPEL BAY,"3,128,888","2,583.36","1,211",Jan-23,KEPPEL BAY DRIVE,Resale,Strata,240,"13,037",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
CAPE ROYALE,"5,623,000","2,529.54","2,223",Jan-23,COVE WAY,Resale,Strata,235,"23,928",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,16 to 20
THE ANCHORAGE,"1,950,000","1,173.28","1,662",Jan-23,ALEXANDRA ROAD,Resale,Strata,109,"17,890",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
THE SAIL @ MARINA BAY,"2,111,000",882.65,"2,392",Jan-23,MARINA BOULEVARD,Resale,Strata,82,"25,744",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,46 to 50
THE TRILINQ,"1,230,000",710.42,"1,731",Jan-23,JALAN LEMPENG,Resale,Strata,66,"18,636",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,11 to 15
RIVIERE,"3,848,000","1,216.33","3,164",Jan-23,JIAK KIM STREET,New Sale,Strata,113,"34,053",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
PARC CLEMATIS,"2,992,000","1,711.48","1,748",Jan-23,JALAN LEMPENG,New Sale,Strata,159,"18,818",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
TURQUOISE,"4,609,400","2,680.24","1,720",Jan-23,COVE DRIVE,Resale,Strata,249,"18,512",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
DOVER PARKVIEW,"1,260,000",936.47,"1,345",Jan-23,DOVER RISE,Resale,Strata,87,"14,483",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
CRAIG PLACE,"1,250,000",656.6,"1,904",Jan-23,CRAIG ROAD,Resale,Strata,61,"20,492",-,Apartment,1,99 yrs lease commencing from 1997,02,Rest of Central Region,11 to 15
PARC RIVIERA,"950,000",602.78,"1,576",Jan-23,WEST COAST VALE,Resale,Strata,56,"16,964",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,21 to 25
REFLECTIONS AT KEPPEL BAY,"2,280,000","1,280.92","1,780",Jan-23,KEPPEL BAY VIEW,Resale,Strata,119,"19,160",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
PARC CLEMATIS,"3,002,000","1,711.48","1,754",Jan-23,JALAN LEMPENG,New Sale,Strata,159,"18,881",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
SEAHILL,"705,000",505.91,"1,394",Jan-23,WEST COAST CRESCENT,Resale,Strata,47,"15,000",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,01 to 05
CITY GATE,"1,750,000",904.18,"1,935",Jan-23,BEACH ROAD,Resale,Strata,84,"20,833",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
RIVIERE,"1,743,000",559.73,"3,114",Jan-23,JIAK KIM STREET,New Sale,Strata,52,"33,519",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
COMMONWEALTH TOWERS,"1,420,000",688.9,"2,061",Jan-23,COMMONWEALTH AVENUE,Resale,Strata,64,"22,188",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
COMMONWEALTH TOWERS,"1,480,000",688.9,"2,148",Jan-23,COMMONWEALTH AVENUE,Resale,Strata,64,"23,125",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
PARC CLEMATIS,"3,012,000","1,711.48","1,760",Jan-23,JALAN LEMPENG,New Sale,Strata,159,"18,943",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
ASCENTIA SKY,"2,610,000","1,474.67","1,770",Jan-23,ALEXANDRA VIEW,Resale,Strata,137,"19,051",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,26 to 30
ONE BERNAM,"2,002,000",807.3,"2,480",Jan-23,BERNAM STREET,New Sale,Strata,75,"26,693",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,11 to 15
RIVIERE,"1,728,000",559.73,"3,087",Jan-23,JIAK KIM STREET,New Sale,Strata,52,"33,231",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
THE CLEMENT CANOPY,"1,230,000",656.6,"1,873",Jan-23,CLEMENTI AVENUE 1,Resale,Strata,61,"20,164",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,36 to 40
REFLECTIONS AT KEPPEL BAY,"4,500,000","2,464.96","1,826",Jan-23,KEPPEL BAY VIEW,Resale,Strata,229,"19,651",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,21 to 25
THE LANDMARK,"1,887,888",678.13,"2,784",Jan-23,CHIN SWEE ROAD,New Sale,Strata,63,"29,966",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,16 to 20
THE LANDMARK,"1,409,800",495.14,"2,847",Jan-23,CHIN SWEE ROAD,New Sale,Strata,46,"30,648",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
PARC CLEMATIS,"3,092,000","1,711.48","1,807",Jan-23,JALAN LEMPENG,New Sale,Strata,159,"19,447",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
MIDTOWN BAY,"2,875,900",731.95,"3,929",Jan-23,BEACH ROAD,New Sale,Strata,68,"42,293",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,21 to 25
CAPE ROYALE,"5,544,900","2,508.01","2,211",Jan-23,COVE WAY,Resale,Strata,233,"23,798",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,06 to 10
MIDTOWN MODERN,"4,229,280","1,442.38","2,932",Jan-23,TAN QUEE LAN STREET,New Sale,Strata,134,"31,562",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,21 to 25
PARC CLEMATIS,"3,082,000","1,711.48","1,801",Jan-23,JALAN LEMPENG,New Sale,Strata,159,"19,384",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
PARC CLEMATIS,"3,132,000","1,711.48","1,830",Jan-23,JALAN LEMPENG,New Sale,Strata,159,"19,698",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
STIRLING RESIDENCES,"1,542,888",678.13,"2,275",Jan-23,STIRLING ROAD,Sub Sale,Strata,63,"24,490",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
ECHELON,"1,700,000",731.95,"2,323",Jan-23,ALEXANDRA VIEW,Resale,Strata,68,"25,000",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,36 to 40
CANNINGHILL PIERS,"2,488,000",828.83,"3,002",Jan-23,CLARKE QUAY,New Sale,Strata,77,"32,312",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,06 to 10
MIDTOWN MODERN,"4,194,630","1,442.38","2,908",Jan-23,TAN QUEE LAN STREET,New Sale,Strata,134,"31,303",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,21 to 25
MIDTOWN MODERN,"4,412,430","1,442.38","3,059",Jan-23,TAN QUEE LAN STREET,New Sale,Strata,134,"32,929",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
QUEENS,"1,830,000","1,194.8","1,532",Jan-23,STIRLING ROAD,Resale,Strata,111,"16,486",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
BLUE HORIZON,"1,510,000","1,216.33","1,241",Jan-23,WEST COAST CRESCENT,Resale,Strata,113,"13,363",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,16 to 20
THE ROCHESTER RESIDENCES,"2,720,000","1,700.71","1,599",Jan-23,ROCHESTER DRIVE,Resale,Strata,158,"17,215",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,16 to 20
CARIBBEAN AT KEPPEL BAY,"1,645,000",893.41,"1,841",Jan-23,KEPPEL BAY DRIVE,Resale,Strata,83,"19,819",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
MIDTOWN MODERN,"14,000,000","3,272.26","4,278",Jan-23,TAN QUEE LAN STREET,New Sale,Strata,304,"46,053",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
SEASCAPE,"4,488,000","2,163.56","2,074",Jan-23,COVE WAY,Resale,Strata,201,"22,328",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
WHISTLER GRAND,"850,000",441.32,"1,926",Jan-23,WEST COAST VALE,Sub Sale,Strata,41,"20,732",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
PARC CLEMATIS,"2,735,000","1,463.9","1,868",Jan-23,JALAN LEMPENG,New Sale,Strata,136,"20,110",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"2,930,000","1,420.85","2,062",Jan-23,KEPPEL BAY VIEW,Resale,Strata,132,"22,197",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,26 to 30
THE SAIL @ MARINA BAY,"1,588,888",882.65,"1,800",Jan-23,MARINA BOULEVARD,Resale,Strata,82,"19,377",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,36 to 40
MARINA BAY RESIDENCES,"1,500,000",742.72,"2,020",Jan-23,MARINA BOULEVARD,Resale,Strata,69,"21,739",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,31 to 35
COMMONWEALTH TOWERS,"915,000",462.85,"1,977",Jan-23,COMMONWEALTH AVENUE,Resale,Strata,43,"21,279",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
THE CLEMENT CANOPY,"1,220,000",656.6,"1,858",Jan-23,CLEMENTI AVENUE 1,Resale,Strata,61,"20,000",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,31 to 35
STIRLING RESIDENCES,"1,170,000",505.91,"2,313",Jan-23,STIRLING ROAD,Sub Sale,Strata,47,"24,894",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
THE REEF AT KING'S DOCK,"2,317,000",882.65,"2,625",Jan-23,HARBOURFRONT AVENUE,New Sale,Strata,82,"28,256",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
ONE BERNAM,"2,088,000",807.3,"2,586",Dec-22,BERNAM STREET,New Sale,Strata,75,"27,840",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,16 to 20
RIVIERE,"3,390,000","1,140.98","2,971",Dec-22,JIAK KIM STREET,New Sale,Strata,106,"31,981",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
RIVIERE,"3,780,000","1,216.33","3,108",Dec-22,JIAK KIM STREET,New Sale,Strata,113,"33,451",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
RIVIERE,"3,218,000","1,173.28","2,743",Dec-22,JIAK KIM STREET,New Sale,Strata,109,"29,523",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
RIVIERE,"3,288,000","1,173.28","2,802",Dec-22,JIAK KIM STREET,New Sale,Strata,109,"30,165",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
CARABELLE,"1,650,000","1,151.75","1,433",Dec-22,WEST COAST WAY,Resale,Strata,107,"15,421",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
PARC CLEMATIS,"3,130,000","1,711.48","1,829",Dec-22,JALAN LEMPENG,New Sale,Strata,159,"19,686",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
HARBOURLIGHTS,"2,300,000","1,270.15","1,811",Dec-22,TELOK BLANGAH ROAD,Resale,Strata,118,"19,492",-,Apartment,1,Freehold,04,Rest of Central Region,01 to 05
TWIN VEW,"850,000",484.38,"1,755",Dec-22,WEST COAST VALE,Resale,Strata,45,"18,889",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
QUEENS PEAK,"950,000",430.56,"2,206",Dec-22,DUNDEE ROAD,Resale,Strata,40,"23,750",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
RIVIERE,"1,715,000",559.73,"3,064",Dec-22,JIAK KIM STREET,New Sale,Strata,52,"32,981",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
RIVIERE,"3,750,000","1,248.62","3,003",Dec-22,JIAK KIM STREET,New Sale,Strata,116,"32,328",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
THE LANDMARK,"1,899,888",678.13,"2,802",Dec-22,CHIN SWEE ROAD,New Sale,Strata,63,"30,157",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,21 to 25
THE LANDMARK,"1,893,888",678.13,"2,793",Dec-22,CHIN SWEE ROAD,New Sale,Strata,63,"30,062",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,21 to 25
THE LANDMARK,"1,899,888",678.13,"2,802",Dec-22,CHIN SWEE ROAD,New Sale,Strata,63,"30,157",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,21 to 25
MARINA BAY RESIDENCES,"3,650,000","1,636.13","2,231",Dec-22,MARINA BOULEVARD,Resale,Strata,152,"24,013",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
PARC CLEMATIS,"3,070,000","1,711.48","1,794",Dec-22,JALAN LEMPENG,New Sale,Strata,159,"19,308",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
76 SHENTON,"1,160,000",592.02,"1,959",Dec-22,SHENTON WAY,Resale,Strata,55,"21,091",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,21 to 25
ECHELON,"2,050,000","1,001.05","2,048",Dec-22,ALEXANDRA VIEW,Resale,Strata,93,"22,043",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,36 to 40
SKYLINE RESIDENCES,"1,928,000",828.83,"2,326",Dec-22,TELOK BLANGAH ROAD,Resale,Strata,77,"25,039",-,Condominium,1,Freehold,04,Rest of Central Region,21 to 25
CARIBBEAN AT KEPPEL BAY,"2,160,000","1,216.33","1,776",Dec-22,KEPPEL BAY DRIVE,Resale,Strata,113,"19,115",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
PARC CLEMATIS,"3,160,000","1,711.48","1,846",Dec-22,JALAN LEMPENG,New Sale,Strata,159,"19,874",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
ECHELON,"2,880,000","1,571.54","1,833",Dec-22,ALEXANDRA VIEW,Resale,Strata,146,"19,726",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
ECHELON,"2,650,000","1,313.21","2,018",Dec-22,ALEXANDRA VIEW,Resale,Strata,122,"21,721",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
PRINCIPAL GARDEN,"2,460,000","1,194.8","2,059",Dec-22,PRINCE CHARLES CRESCENT,Resale,Strata,111,"22,162",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
SEASCAPE,"4,501,200","2,174.33","2,070",Dec-22,COVE WAY,Resale,Strata,202,"22,283",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
THE VISION,"1,918,000","1,259.39","1,523",Dec-22,WEST COAST CRESCENT,Resale,Strata,117,"16,393",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,31 to 35
THE INTERLACE,"2,750,000","1,905.23","1,443",Dec-22,DEPOT ROAD,Resale,Strata,177,"15,537",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
ONE BERNAM,"2,147,000",828.83,"2,590",Dec-22,BERNAM STREET,New Sale,Strata,77,"27,883",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,11 to 15
ONE PEARL BANK,"2,105,000",699.66,"3,009",Dec-22,PEARL BANK,New Sale,Strata,65,"32,385",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,36 to 40
HERITAGE VIEW,"1,480,000",968.76,"1,528",Dec-22,DOVER RISE,Resale,Strata,90,"16,444",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,06 to 10
SPOTTISWOODE PARK,"1,080,000","1,270.15",850,Dec-22,SPOTTISWOODE PARK ROAD,Resale,Strata,118,"9,153",-,Apartment,1,99 yrs lease commencing from 1976,02,Rest of Central Region,06 to 10
TURQUOISE,"4,630,000","3,283.02","1,410",Dec-22,COVE DRIVE,Resale,Strata,305,"15,180",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,06 to 10
SKY EVERTON,"2,680,000",958,"2,798",Dec-22,EVERTON ROAD,Sub Sale,Strata,89,"30,112",-,Apartment,1,Freehold,02,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"1,880,000",861.12,"2,183",Dec-22,PRINCE CHARLES CRESCENT,Resale,Strata,80,"23,500",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
NEWEST,"2,476,666","2,400.37","1,032",Dec-22,WEST COAST DRIVE,Resale,Strata,223,"11,106",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
ONE BERNAM,"1,973,000",807.3,"2,444",Dec-22,BERNAM STREET,New Sale,Strata,75,"26,307",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,11 to 15
THE M,"1,921,000",592.02,"3,245",Dec-22,MIDDLE ROAD,New Sale,Strata,55,"34,927",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
CANNINGHILL PIERS,"2,456,000",796.54,"3,083",Dec-22,CLARKE QUAY,New Sale,Strata,74,"33,189",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,41 to 45
THE LANDMARK,"1,372,377",516.67,"2,656",Dec-22,CHIN SWEE ROAD,New Sale,Strata,48,"28,591",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
MIDTOWN MODERN,"2,820,510",904.18,"3,119",Dec-22,TAN QUEE LAN STREET,New Sale,Strata,84,"33,578",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
RIVIERE,"4,541,000","1,506.96","3,013",Dec-22,JIAK KIM STREET,New Sale,Strata,140,"32,436",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
THE PARC CONDOMINIUM,"2,120,000","1,302.44","1,628",Dec-22,WEST COAST WALK,Resale,Strata,121,"17,521",-,Condominium,1,Freehold,05,Outside Central Region,11 to 15
24 ONE RESIDENCES,"950,000",484.38,"1,961",Dec-22,PASIR PANJANG ROAD,Resale,Strata,45,"21,111",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"1,755,000",904.18,"1,941",Dec-22,KEPPEL BAY DRIVE,Resale,Strata,84,"20,893",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
ONE-NORTH RESIDENCES,"1,370,000",958,"1,430",Dec-22,ONE-NORTH GATEWAY,Resale,Strata,89,"15,393",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
SEAHILL,"1,390,000",861.12,"1,614",Dec-22,WEST COAST CRESCENT,Resale,Strata,80,"17,375",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
THE INTERLACE,"1,400,000",807.3,"1,734",Dec-22,DEPOT ROAD,Resale,Strata,75,"18,667",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
ONE PEARL BANK,"3,225,000","1,194.8","2,699",Dec-22,PEARL BANK,New Sale,Strata,111,"29,054",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,16 to 20
MIDTOWN BAY,"1,504,000",462.85,"3,249",Dec-22,BEACH ROAD,New Sale,Strata,43,"34,977",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,16 to 20
CARIBBEAN AT KEPPEL BAY,"3,000,000","1,636.13","1,834",Dec-22,KEPPEL BAY DRIVE,Resale,Strata,152,"19,737",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
RIVIERE,"4,497,000","1,506.96","2,984",Dec-22,JIAK KIM STREET,New Sale,Strata,140,"32,121",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,21 to 25
TEXTILE CENTRE,"930,000",882.65,"1,054",Dec-22,JALAN SULTAN,Resale,Strata,82,"11,341",-,Apartment,1,99 yrs lease commencing from 1970,07,Rest of Central Region,16 to 20
SPOTTISWOODE SUITES,"1,800,000",839.59,"2,144",Dec-22,SPOTTISWOODE PARK ROAD,Resale,Strata,78,"23,077",-,Apartment,1,Freehold,02,Rest of Central Region,31 to 35
RIVIERE,"4,856,000","1,711.48","2,837",Dec-22,JIAK KIM STREET,New Sale,Strata,159,"30,541",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
CANNINGHILL PIERS,"2,360,000",731.95,"3,224",Dec-22,CLARKE QUAY,New Sale,Strata,68,"34,706",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,41 to 45
MIDTOWN MODERN,"2,701,710",904.18,"2,988",Dec-22,TAN QUEE LAN STREET,New Sale,Strata,84,"32,163",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
VIVA VISTA,"1,100,000",731.95,"1,503",Dec-22,SOUTH BUONA VISTA ROAD,Resale,Strata,68,"16,176",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
SOUTH BEACH RESIDENCES,"8,500,000","1,969.81","4,315",Dec-22,BEACH ROAD,Resale,Strata,183,"46,448",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,26 to 30
THE SAIL @ MARINA BAY,"9,000,000","3,390.66","2,654",Dec-22,MARINA BOULEVARD,Resale,Strata,315,"28,571",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,66 to 70
STIRLING RESIDENCES,"1,423,000",656.6,"2,167",Dec-22,STIRLING ROAD,Sub Sale,Strata,61,"23,328",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
HUNDRED TREES,"1,380,000",914.94,"1,508",Dec-22,WEST COAST DRIVE,Resale,Strata,85,"16,235",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
THE CLIFT,"1,468,000",775.01,"1,894",Dec-22,MCCALLUM STREET,Resale,Strata,72,"20,389",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,16 to 20
CONCOURSE SKYLINE,"2,300,000","1,130.22","2,035",Dec-22,BEACH ROAD,Resale,Strata,105,"21,905",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"1,950,000","1,227.1","1,589",Dec-22,KEPPEL BAY VIEW,Resale,Strata,114,"17,105",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
THE LANDMARK,"1,379,888",495.14,"2,787",Dec-22,CHIN SWEE ROAD,New Sale,Strata,46,"29,998",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,16 to 20
THE LANDMARK,"2,635,300","1,140.98","2,310",Dec-22,CHIN SWEE ROAD,New Sale,Strata,106,"24,861",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,06 to 10
THE LANDMARK,"1,363,824",516.67,"2,640",Dec-22,CHIN SWEE ROAD,New Sale,Strata,48,"28,413",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,26 to 30
RIVIERE,"4,800,000","1,711.48","2,805",Dec-22,JIAK KIM STREET,New Sale,Strata,159,"30,189",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,21 to 25
MIDTOWN MODERN,"5,362,830","1,808.35","2,966",Dec-22,TAN QUEE LAN STREET,New Sale,Strata,168,"31,922",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
RIVERWALK APARTMENTS,"1,845,000","1,259.39","1,465",Dec-22,UPPER CIRCULAR ROAD,Resale,Strata,117,"15,769",-,Apartment,1,99 yrs lease commencing from 1980,01,Rest of Central Region,16 to 20
